,ticker,date,time,title,compound,Close,day1_high,day1_low,arima_value,arima_res,prediction,observation
13,HDB,Mar-14-22,03:03AM  ,India's HDFC Bank shares rise as cenbank lifts curbs on digital ops,0.296,59.15999984741211,60.29,58.64,59.088619889782876,-1,Neutral,positive
14,HDB,Mar-03-22,09:18AM  ,Should You Now Consider Selling Your HDFC Bank (HDB) Shares?,0.296,59.5099983215332,58.83,57.05,58.666138529213676,-1,Neutral,negative
15,HDB,Feb-04-22,09:38AM  ,"Advisor OS, LLC Buys Distillate U.S. Fundamental Stability & Value ETF, BTC BlackRock Short ...",0.34,68.87000274658203,67.81,66.21,68.97733297808722,1,Increase,Failure
16,HDB,Feb-03-22,11:19AM  ,Did Hedge Funds Get HDFC Bank Limited (HDB) Right?,-0.2263,68.72000122070312,69.58,68.14,68.92779357753436,1,Neutral,negative
17,HDB,Feb-02-22,09:38AM  ,"Mount Yale Investment Advisors, LLC Buys Discover Financial Services, Phillips 66, BTC iShares ...",0.0,69.68000030517578,69.43,68.25,0.0,0,Neutral,negative
18,HDB,Feb-01-22,01:38PM  ,"Assenagon Asset Management S.A. Buys Apple Inc, Microsoft Corp, Tesla Inc, Sells Amazon. ...",0.4939,68.68000030517578,70.16,68.91,68.4671980946622,-1,Neutral,negative
19,HDB,Feb-01-22,01:38AM  ,"Equitable Trust Co Buys Horizon Kinetics Inflation Beneficiaries ETF, Amazon. ...",0.7783,68.68000030517578,70.16,68.91,68.4671980946622,-1,Neutral,negative
20,HDB,Jan-31-22,06:38PM  ,"Veracity Capital LLC Buys iShares MSCI EAFE ETF, Williams Inc, iShares National Muni Bond ETF, ...",0.0,68.62999725341797,68.72,67.4,0.0,0,Neutral,negative
21,HDB,Jan-31-22,01:05PM  ,IBN: IBD Stock Of The Day Icici Bank Flashes Buy Signal After Solid Earnings,0.1531,68.62999725341797,68.72,67.4,68.27313469410598,-1,Neutral,negative
22,HDB,Jan-18-22,05:38PM  ,"Legato Capital Management LLC Buys Luxfer Holdings PLC, Taiwan Semiconductor Manufacturing Co, ...",0.0,70.9000015258789,71.11,69.58,0.0,0,Neutral,negative
23,HDB,Jan-17-22,03:08AM  ,"India's HDFC Bank disappoints on margins, fee income growth -analysts",0.0,70.9000015258789,71.11,69.58,0.0,0,Neutral,negative
24,HDB,Dec-18-21,04:38AM  ,"JNL Multi-Manager Emerging Markets Equity Fund Buys Prosus NV, HDFC Bank, Baltic Classifieds ...",0.0,61.970001220703125,63.6,62.56,0.0,0,Neutral,positive
25,HDB,Dec-17-21,12:38PM  ,"Columbia ETF Trust II Buys Taiwan Semiconductor Manufacturing Co, Samsung Electronics Co, HDFC Bank",0.5106,63.38999938964844,62.22,61.35,63.39437860296574,1,Increase,Failure
26,HDB,Dec-08-21,09:08PM  ,Is HDFC Bank Limited (HDB) A Good Stock To Buy?,0.25,67.47000122070312,67.13,65.67,67.33159850255612,-1,Neutral,negative
27,HDB,Nov-01-21,06:17AM  ,Top Indian Mortgage Lenders Profit Rises on Dividend Income,0.5719,72.8499984741211,73.01,71.81,73.08774707731449,1,Increase,Success
28,HDB,Oct-12-21,07:16PM  ,HDFC Bank Limited (HDB): Hedge Funds Are Snapping Up,-0.2263,73.66999816894531,74.41,73.51,73.88823303750644,1,Neutral,positive
29,HDB,Sep-02-21,11:30PM  ,Cathie Woods Fintech ETF Sells HDFC Bank First Time Since May,0.0,78.25,78.13,76.62,0.0,0,Neutral,negative
30,HDB,Aug-23-21,05:21AM  ,India's HDFC Bank aims to reclaim credit card market share in coming quarters,0.5859,77.3499984741211,78.8,77.25,77.2474665698996,-1,Neutral,positive
31,HDB,Aug-18-21,12:20AM  ,"Indian shares snap multi-day rally as banks, metal stocks slip",0.296,75.0999984741211,75.82,74.39,75.1893217498207,1,Increase,Success
32,HDB,Aug-04-21,09:42AM  ,India ETFs Hit Record High Ahead of Central Bank Meeting,0.0,73.43000030517578,74.64,73.47,0.0,0,Neutral,positive
33,HDB,Aug-02-21,12:54PM  ,Is HDFC Bank Limited (HDB) A Smart Long-Term Buy?,0.2023,70.73999786376953,72.22,70.78,70.92338380084028,1,Increase,Success
34,HDB,Jul-30-21,11:40AM  ,TD vs. HDB: Which Stock Is the Better Value Option?,0.6486,70.56999969482422,71.37,70.63,70.44958362699765,-1,Neutral,positive
35,HDB,Jul-28-21,10:00AM  ,HDFC Bank Limited 20-F Available Online,-0.2263,70.30000305175781,71.62,70.48,70.45794235459734,1,Neutral,positive
36,HDB,Jul-25-21,07:37AM  ,HDFC Bank Limited (HDB) Q1 2022 Earnings Call Transcript,-0.2263,70.37000274658203,70.44,69.23,70.15462737652925,-1,Decrease,Success
37,HDB,Jul-21-21,08:28PM  ,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of HDFC Bank Limited - HDB,0.2577,70.2699966430664,70.99,69.38,70.6793610296093,1,Increase,Success
38,HDB,Jul-21-21,01:25AM  ,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of HDFC Bank Limited - HDB,0.2577,70.2699966430664,70.99,69.38,70.6793610296093,1,Increase,Success
39,HDB,Jul-19-21,10:30PM  ,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of HDFC Bank Limited - HDB,0.2577,69.22000122070312,69.9,68.5,69.32765099209082,1,Increase,Success
40,HDB,Jul-19-21,01:02AM  ,India's HDFC Bank slides as profit misses on rising provisions,0.25,69.22000122070312,69.9,68.5,69.32765099209082,1,Increase,Success
41,HDB,Jul-19-21,12:15AM  ,Indian shares post worst day in two months as HDFC Bank drags finance stocks,-0.5574,69.22000122070312,69.9,68.5,69.32765099209082,1,Neutral,positive
42,HDB,Jul-19-21,12:15AM  ,Indian shares fall as HDFC Bank drags finance stocks,0.128,69.22000122070312,69.9,68.5,69.32765099209082,1,Increase,Success
43,HDB,Jul-17-21,11:46PM  ,HDFC Bank Profit Misses Estimate as Bad Loans Rise on Virus Wave,-0.3612,69.22000122070312,69.9,68.5,74.60477010020328,1,Neutral,positive
44,HDB,Jul-13-21,10:48AM  ,Here is What Hedge Funds Think About HDFC Bank Limited (HDB),-0.2263,73.0999984741211,74.14,73.3,73.12732222337937,1,Neutral,negative
45,HDB,Jul-08-21,07:21AM  ,HDFC Bank Spends Rs. 634.91 Cr Towards CSR in FY 2020-2021,0.0,73.33000183105469,73.84,72.64,0.0,0,Neutral,positive
46,HDB,Jun-03-21,05:31AM  ,HDFC Bank Commits To Becoming Carbon Neutral By 2031-32,0.0258,76.7699966430664,76.86,76.21,76.88663581695963,1,Increase,Success
47,HDB,May-31-21,02:41AM  ,A Sizzling Rally Lures Indias Top Bank to Do More Equity Deals,0.2023,76.02999877929688,76.94,75.91,76.38684672149465,1,Increase,Success
48,HDB,May-24-21,04:05PM  ,HDFC Bank Stock Relative Strength Rating Climbs After A String Of Quarters With Double-Digit Profit Growth,0.8271,75.5199966430664,74.78,73.0,75.71754474180074,1,Increase,Failure
49,HDB,May-19-21,05:36PM  ,"HDFC Bank, One Of India's Largest Banks, Shows Rising Stock Relative Strength",0.4939,73.55000305175781,73.87,72.83,73.73518641210438,1,Increase,Success
50,HDB,Apr-19-21,01:37PM  ,Is HDB Stock A Buy or Sell?,0.0,68.25,69.07,68.0,0.0,0,Neutral,positive
51,HDB,Apr-19-21,02:32AM  ,HDFC Bank falls 4% as rising COVID-19 cases weigh,0.0,68.25,69.07,68.0,0.0,0,Neutral,positive
52,HDB,Apr-17-21,03:00PM  ,HDFC Bank Limited (HDB) Q4 2021 Earnings Call Transcript,-0.2263,68.25,69.07,68.0,72.20607676064775,1,Neutral,positive
53,HDB,Mar-22-21,12:00PM  ,All You Need to Know About HDFC Bank (HDB) Rating Upgrade to Buy,0.0,78.30000305175781,80.0,78.52,0.0,0,Neutral,positive
54,HDB,Mar-16-21,12:36PM  ,3 High Return on Equity Stock Picks to Consider,0.0,82.33000183105469,80.28,78.74,0.0,0,Neutral,negative
55,HDB,Feb-17-21,06:30AM  ,How an International Stock Fund Stays a Step Ahead of Wall Streets Analysts,0.0,81.80999755859375,81.71,80.84,0.0,0,Neutral,negative
56,HDB,Feb-07-21,07:30AM  ,Indias Budget Spurs Optimism. Why Investors Should Proceed With Caution.,0.5423,82.5,82.21,81.28,82.10184475100915,-1,Neutral,negative
57,HDB,Jan-21-21,12:00PM  ,Here's Why Momentum Investors Will Love HDFC Bank (HDB),0.6369,73.44000244140625,74.26,71.93,73.65245511511509,1,Increase,Success
58,HDB,Jan-16-21,10:51PM  ,Cooper Investors Exits HDFC Bank (HDB) Position,0.0,74.91000366210938,75.29,74.49,0.0,0,Neutral,negative
59,HDB,Dec-22-20,04:39PM  ,Is HDB A Good Stock To Buy According To Hedge Funds?,0.4404,68.41999816894531,69.52,68.8,68.01607195795711,-1,Neutral,positive
60,HDB,Dec-08-20,11:29PM  ,"JSC Bank for Foreign Trade of Vietnam -- Moody's takes rating actions on 14 banks and 1 branch in Vietnam, Thailand, Bangladesh, Malaysia and Bahrain following update to country ceilings methodology",0.0,67.37999725341797,68.9,66.68,0.0,0,Neutral,positive
61,HDB,Dec-07-20,12:00PM  ,Should You Bank On Icici Stock? It's Closing In On A Key Technical Measure,0.0,67.33000183105469,67.93,67.14,0.0,0,Neutral,negative
62,HDB,Nov-03-20,03:46AM  ,HDFC Bank Is Numero Uno in Indian Financial Sector: Asiamoney Poll,0.0,60.150001525878906,61.68,60.38,0.0,0,Neutral,positive
63,HDB,Nov-02-20,02:30PM  ,"HDB Final Deadline: Bronstein, Gewirtz & Grossman, LLC Reminds HDFC Bank Limited Investors of Class Action and Lead Plaintiff Deadline: November 2, 2020",-0.2263,59.040000915527344,60.56,59.6,59.17557489550901,1,Neutral,positive
64,HDB,Nov-02-20,12:15PM  ,"FINAL DEADLINE TODAY: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",-0.3818,59.040000915527344,60.56,59.6,59.17557489550901,1,Neutral,positive
65,HDB,Nov-02-20,10:00AM  ,"HDB Deadline: Bronstein, Gewirtz & Grossman, LLC Reminds HDFC Bank Limited Investors of Class Action and Lead Plaintiff Deadline: November 2, 2020",-0.2263,59.040000915527344,60.56,59.6,59.17557489550901,1,Neutral,positive
66,HDB,Nov-02-20,08:00AM  ,"DEADLINE TODAY: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",-0.3818,59.040000915527344,60.56,59.6,59.17557489550901,1,Neutral,positive
67,HDB,Nov-02-20,12:15AM  ,"NOVEMBER 2 FINAL DEADLINE: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",-0.3818,59.040000915527344,60.56,59.6,59.17557489550901,1,Neutral,positive
68,HDB,Nov-02-20,12:15AM  ,"NOVEMBER 2 DEADLINE: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",-0.3818,59.040000915527344,60.56,59.6,59.17557489550901,1,Neutral,positive
69,HDB,Nov-01-20,09:50PM  ,MOVES-Carlyle appoints top Indian banker Puri as senior adviser,0.2023,59.040000915527344,60.56,59.6,57.17154130807389,-1,Neutral,positive
70,HDB,Nov-01-20,02:39PM  ,"Final Deadline Notice: Rosen, Leading Global Investor Counsel, Reminds HDFC Bank Limited Investors of Important November 2 Deadline in Securities Class Action; Encourages Investors with Losses in Excess of $500K to Contact Firm - HDB",0.3182,59.040000915527344,60.56,59.6,57.17154130807389,-1,Neutral,positive
71,HDB,Oct-30-20,07:03PM  ,"FINAL DEADLINE NOTICE: ROSEN, GLOBALLY RESPECTED INVESTOR COUNSEL, Reminds HDFC Bank Limited Investors of Important November 2 Deadline in Securities Class Action; Encourages Investors with Losses in Excess of $500K to Contact Firm  HDB",0.7297,57.439998626708984,59.39,57.92,57.16075601758867,-1,Neutral,positive
72,HDB,Oct-30-20,12:00PM  ,The Law Offices of Frank R. Cruz Reminds Investors of Looming Deadline in the Class Action Lawsuit Against HDFC Bank Limited (HDB),-0.5106,57.439998626708984,59.39,57.92,57.16075601758867,-1,Decrease,Failure
73,HDB,Oct-30-20,11:50AM  ,"FINAL DEADLINE NOVEMBER 2: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",-0.3818,57.439998626708984,59.39,57.92,57.16075601758867,-1,Decrease,Failure
74,HDB,Oct-30-20,11:00AM  ,"HDB Deadline Alert: Bronstein, Gewirtz & Grossman, LLC Reminds HDFC Bank Limited Investors of Class Action and Lead Plaintiff Deadline: November 2, 2020",0.0772,57.439998626708984,59.39,57.92,57.16075601758867,-1,Neutral,positive
75,HDB,Oct-30-20,11:00AM  ,"DEADLINE ALERT for HDB, UPLCQ, LX, YAYO: Law Offices of Howard G. Smith Reminds Investors of Class Actions on Behalf of Shareholders",0.4466,57.439998626708984,59.39,57.92,57.16075601758867,-1,Neutral,positive
76,HDB,Oct-30-20,09:39AM  ,"DEADLINE MONDAY ALERT: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",0.0857,57.439998626708984,59.39,57.92,57.16075601758867,-1,Neutral,positive
77,HDB,Oct-29-20,08:20PM  ,"FINAL DEADLINE ALERT: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",0.0857,57.599998474121094,57.65,56.86,57.59423557741626,-1,Neutral,positive
78,HDB,Oct-29-20,01:00PM  ,Glancy Prongay & Murray Reminds LLP Investors of Looming Deadline in the Class Action Lawsuit Against HDFC Bank Limited (HDB),-0.5106,57.599998474121094,57.65,56.86,57.59423557741626,-1,Decrease,Success
79,HDB,Oct-29-20,11:00AM  ,"UPLCQ, FENC & HDB Class Action Deadlines: Bronstein, Gewirtz & Grossman LLC Reminds Investors of Class Actions",0.0,57.599998474121094,57.65,56.86,0.0,0,Neutral,positive
80,HDB,Oct-29-20,10:11AM  ,HDB SHAREHOLDER DEADLINE: Bernstein Liebhard Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against HDFC Bank Limited,-0.1531,57.599998474121094,57.65,56.86,57.59423557741626,-1,Decrease,Success
81,HDB,Oct-29-20,09:41AM  ,"MONDAY DEADLINE NOTICE: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",-0.3818,57.599998474121094,57.65,56.86,57.59423557741626,-1,Decrease,Success
82,HDB,Oct-28-20,08:15PM  ,"FINAL DEADLINE ALERT: ROSEN, A LEADING AND LONGSTANDING FIRM, Reminds HDFC Bank Limited Investors of Important November 2 Deadline in Securities Class Action; Encourages Investors with Losses in Excess of $100K to Contact Firm - HDB",0.6408,58.56999969482422,57.82,57.16,58.74322377885559,1,Increase,Failure
83,HDB,Oct-28-20,05:33PM  ,HDB INVESTOR FILING DEADLINE: Bernstein Liebhard Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against HDFC Bank Limited,-0.1531,58.56999969482422,57.82,57.16,58.74322377885559,1,Neutral,positive
84,HDB,Oct-28-20,01:00PM  ,"FINAL DEADLINE NOVEMBER 2: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",-0.3818,58.56999969482422,57.82,57.16,58.74322377885559,1,Neutral,positive
85,HDB,Oct-28-20,11:30AM  ,The Law Offices of Frank R. Cruz Announces the Filing of a Securities Class Action on Behalf of HDFC Bank Limited (HDB) Investors,0.0772,58.56999969482422,57.82,57.16,58.74322377885559,1,Increase,Failure
86,HDB,Oct-28-20,11:00AM  ,"UPLCQ, FENC & HDB Class Action Reminders: Bronstein, Gewirtz & Grossman LLC Reminds Investors of Class Actions",0.0,58.56999969482422,57.82,57.16,0.0,0,Neutral,positive
87,HDB,Oct-28-20,09:59AM  ,"MONDAY DEADLINE REMINDER: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",-0.3818,58.56999969482422,57.82,57.16,58.74322377885559,1,Neutral,positive
88,HDB,Oct-27-20,12:00PM  ,"UPLCQ, FENC & HDB Class Action Reminders: Bronstein, Gewirtz & Grossman LLC Reminds Investors of Class Actions",0.0,59.900001525878906,58.94,58.19,0.0,0,Neutral,negative
89,HDB,Oct-27-20,11:15AM  ,"6-Day Deadline Alert: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",-0.1027,59.900001525878906,58.94,58.19,59.698388957917906,-1,Decrease,Success
90,HDB,Oct-27-20,11:00AM  ,Deadline Reminder: The Law Offices of Howard G. Smith Reminds Investors of Looming Deadline in the Class Action Lawsuit Against HDFC Bank Limited (HDB),-0.5106,59.900001525878906,58.94,58.19,59.698388957917906,-1,Decrease,Success
91,HDB,Oct-27-20,10:01AM  ,HDB CLASS ACTION DEADLINE: Bernstein Liebhard Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against HDFC Bank Limited,-0.1531,59.900001525878906,58.94,58.19,59.698388957917906,-1,Decrease,Success
92,HDB,Oct-27-20,09:28AM  ,"MONDAY DEADLINE ALERT: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",0.0857,59.900001525878906,58.94,58.19,59.698388957917906,-1,Neutral,negative
93,HDB,Oct-26-20,08:57PM  ,Were Hedge Funds Right About HDFC Bank Limited (HDB)?,-0.2263,59.45000076293945,60.23,59.5,59.57665815860221,1,Neutral,negative
94,HDB,Oct-26-20,03:55PM  ,"7-Day Deadline Alert: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",-0.1027,59.45000076293945,60.23,59.5,59.57665815860221,1,Neutral,negative
95,HDB,Oct-26-20,11:00AM  ,"UPLCQ, FENC & HDB Class Actions: Bronstein, Gewirtz & Grossman LLC Reminds Investors of Class Actions",0.0,59.45000076293945,60.23,59.5,0.0,0,Neutral,negative
96,HDB,Oct-26-20,11:00AM  ,"DEADLINE ALERT for FENC, POR, HDB, and UPLCQ: The Law Offices of Frank R. Cruz Reminds Investors of Class Actions on Behalf of Shareholders",0.4466,59.45000076293945,60.23,59.5,59.57665815860221,1,Increase,Success
97,HDB,Oct-24-20,02:02PM  ,HDB CLASS ACTION DEADLINE: Bernstein Liebhard Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against HDFC Bank Limited,-0.1531,59.45000076293945,60.23,59.5,60.21498692268332,1,Neutral,negative
98,HDB,Oct-23-20,07:30PM  ,"NOVEMBER 2 FINAL DEADLINE: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against HDFC Bank Limited and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm",-0.3818,60.36000061035156,59.65,59.29,60.268905467226986,-1,Decrease,Success
99,HDB,Oct-23-20,07:25PM  ,"ROSEN, A GLOBALLY RECOGNIZED LAW FIRM, Reminds HDFC Bank Limited Investors of Important Deadline in Securities Class Action  HDB",0.2732,60.36000061035156,59.65,59.29,60.268905467226986,-1,Neutral,negative
